time,Fx,Fy,Fz,Tx,Ty,Tz,dx,dy,dz,dRx,dRy,dRz
2.45196,0,0,0,0,0,0,0,0,0,0,0,0
2.47054,0,0,0,0,0,0,0,0,0,0,0,0
2.48934,0,0,0,0,0,0,0,0,0,0,0,0
2.51198,0,0,0,0,0,0,0,0,0,0,0,0
2.53061,0,0,0,0,0,0,0,0,0,0,0,0
2.54617,0,0,0,0,0,0,0,0,0,0,0,0
2.55857,0,0,0,0,0,0,0,0,0,0,0,0
2.57737,0,0,0,0,0,0,0,0,0,0,0,0
2.5939,0,0,0,0,0,0,0,0,0,0,0,0
2.61213,0,0,0,0,0,0,0,0,0,0,0,0
2.63298,0,0,0,0,0,0,0,0,0,0,0,0
2.64992,0,0,0,0,0,0,0,0,0,0,0,0
2.67104,0,0,0,0,0,0,0,0,0,0,0,0
2.68805,0,0,0,0,0,0,0,0,0,0,0,0
2.70734,0,0,0,0,0,0,0,0,0,0,0,0
2.72584,0,0,0,0,0,0,0,0,0,0,0,0
2.73889,0,0,0,0,0,0,0,0,0,0,0,0
2.75325,0,0,0,0,0,0,0,0,0,0,0,0
2.77146,0,0,0,0,0,0,0,0,0,0,0,0
2.7911,0,0,0,0,0,0,0,0,0,0,0,0
2.81235,0,0,0,0,0,0,0,0,0,0,0,0
2.82921,0,0,0,0,0,0,0,0,0,0,0,0
2.84179,0,0,0,0,0,0,0,0,0,0,0,0
2.85442,0,0,0,0,0,0,0,0,0,0,0,0
2.86722,0,0,0,0,0,0,0,0,0,0,0,0
2.87942,0,0,0,0,0,0,0,0,0,0,0,0
2.8952,0,0,0,0,0,0,0,0,0,0,0,0
2.90757,0,0,0,0,0,0,0,0,0,0,0,0
2.92066,0,0,0,0,0,0,0,0,0,0,0,0
2.93415,0,0,0,0,0,0,0,0,0,0,0,0
2.95072,0,0,0,0,0,0,0,0,0,0,0,0
2.96954,0,0,0,0,0,0,0,0,0,0,0,0
2.98917,0,0,0,0,0,0,0,0,0,0,0,0
