time,Fx,Fy,Fz,Tx,Ty,Tz,dx,dy,dz,dRx,dRy,dRz
32.1841,0,0,0,0,0,0,0.000101207,0,0,0,0,0
32.202,0,0,0,0,0,0,9.62205e-05,0,0,0,0,0
32.218,0,0,0,0,0,0,9.19503e-05,0,0,0,0,0
32.2318,0,0,0,0,0,0,8.84132e-05,0,0,0,0,0
32.245,0,0,0,0,0,0,8.51335e-05,0,0,0,0,0
32.2609,0,0,0,0,0,0,8.1412e-05,0,0,0,0,0
32.2808,0,0,0,0,0,0,7.69311e-05,0,0,0,0,0
32.2972,0,0,0,0,0,0,7.34514e-05,0,0,0,0,0
32.3104,0,0,0,0,0,0,7.07345e-05,0,0,0,0,0
32.3284,0,0,0,0,0,0,6.72287e-05,0,0,0,0,0
32.3431,0,0,0,0,0,0,6.44772e-05,0,0,0,0,0
32.3612,0,0,0,0,0,0,6.12613e-05,0,0,0,0,0
32.3818,0,0,0,0,0,0,5.78032e-05,0,0,0,0,0
32.3986,0,0,0,0,0,0,5.51152e-05,0,0,0,0,0
32.4136,0,0,0,0,0,0,5.28253e-05,0,0,0,0,0
32.428,0,0,0,0,0,0,5.07014e-05,0,0,0,0,0
32.4415,0,0,0,0,0,0,4.87957e-05,0,0,0,0,0
32.4551,0,0,0,0,0,0,4.69369e-05,0,0,0,0,0
32.4711,0,0,0,0,0,0,4.48669e-05,0,0,0,0,0
32.4876,0,0,0,0,0,0,4.28027e-05,0,0,0,0,0
32.5033,0,0,0,0,0,0,4.09395e-05,0,0,0,0,0
32.5174,0,0,0,0,0,0,3.93272e-05,0,0,0,0,0
32.5359,0,0,0,0,0,0,3.73276e-05,0,0,0,0,0
32.5518,0,0,0,0,0,0,3.568e-05,0,0,0,0,0
32.5646,0,0,0,0,0,0,3.44061e-05,0,0,0,0,0
32.5787,0,0,0,0,0,0,3.30484e-05,0,0,0,0,0
32.5974,0,0,0,0,0,0,3.1351e-05,0,0,0,0,0
32.6153,0,0,0,0,0,0,2.97995e-05,0,0,0,0,0
32.6303,0,0,0,0,0,0,2.856e-05,0,0,0,0,0
32.6486,0,0,0,0,0,0,2.71189e-05,0,0,0,0,0
32.6615,0,0,0,0,0,0,2.61402e-05,0,0,0,0,0
32.6776,0,0,0,0,0,0,2.49835e-05,0,0,0,0,0
32.6967,0,0,0,0,0,0,2.3666e-05,0,0,0,0,0
32.7142,0,0,0,0,0,0,2.25186e-05,0,0,0,0,0
32.7332,0,0,0,0,0,0,2.13429e-05,0,0,0,0,0
32.7465,0,0,0,0,0,0,2.05487e-05,0,0,0,0,0
32.7629,0,0,0,0,0,0,1.96157e-05,0,0,0,0,0
32.7836,0,0,0,0,0,0,1.85052e-05,0,0,0,0,0
32.7981,0,0,0,0,0,0,1.77613e-05,0,0,0,0,0
32.8177,0,0,0,0,0,0,1.68051e-05,0,0,0,0,0
32.8345,0,0,0,0,0,0,1.60225e-05,0,0,0,0,0
32.8509,0,0,0,0,0,0,1.52954e-05,0,0,0,0,0
32.8652,0,0,0,0,0,0,1.46879e-05,0,0,0,0,0
